RATING,REASON,SIDE EFFECTS FOR ZITHROMAX,COMMENTS,SEX,AGE,DURATION/DOSAGE,DATE ADDED
4,Sinus Infection,"Some stomach cramping/bloating, totally lost my appetite!","Well, it gets rid of the sinus infection, but it effs up my appetite.",F,25,5 days 1X day,3/15/2010
3,sinus and ear infection,"After first dose I thought great i feel so much better. 2nd dose, felt terrible. 3rd dose - thought i was going to die and felt totally wasted. Could barely walk to bathroom. I felt scared for my life! Today I went to A and E I still felt so bad!!!",Dont take it!!!!!!!,F,27,3 days200mg 1X day,3/13/2010
1,Tonsillitis,"On fourth day, ringing in both ears began, medication immediately suspended. Also had two episodes of bloody solid stool.","It did not cure my tonsillitis. The ringing in my ears continued for several days until it stopped only in one ear. Saw the doc today and I have suffered significant permanent hearing loss in one ear along with tinnitus. The hearing loss may eventually lead to deafness. I never had any ear problems until taking Zithromax, and now because of taking this drug, I may not be able to live a normal life again. I understand that this is an extremely rare side effect, but it happened to me. I can't understand why this drug is even legal.",M,27,5 days250 1X day,3/13/2010
1,sinus infection,"1st day after taking the 2pills.One hour later severe stomach cramps,lasted 30 minutes.2nd day same cramps.3rd day same cramps now with diarreha.Will not continue after reading everyones side effects.Will never take this again.Who wants to take a med just to get sicker.",terrible drug,F,44,3 days250 1X day,03/12/2010
1,sinuitus,"I am going crazy!! SEVERE ANXIETY!!! Crying spells, weakness, just I can't even describe it!!!!","Went to the doc and they said I had a sinus infection. Was prescribed 2 z packs. Took the first one and was OK. By the first dose of the second one I was having insomnia, anxiety, just wierd feelings. Went to the doc and they said it was not the drug just keep taking your prescription. I kept taking it and now I am losing it!!!! I can not function at all! (I took the generic brand) Please someone help me!! Tell me how to make it go away!!!",F,30,10 days250 1X day,03/10/2010
5,Sinus Infection,None,I've taken this drug countless times - I have 2-6 sinus infections a year (due to a deviated septum & general genetic tendency towards them) and am usually prescribed Z-packs or the generic. No complaints except that occasionally it isn't strong enough...probably have built up an immunity to it.,F,33,5 days 1X day,03/02/2010
1,viral infection,"Approximately 10 years ago, my doctor prescribed zithromax for a viral infection. Until zithromax, I had never had an allergic reaction to any drug or antibiotic. Almost immediately after taking zithromax, I had the worst diarrea I had ever experienced. The closest analogy I can think of is to imagine eating 500 of the hottest chili peppers on the planet in one setting. I was very concerned that I might die and I have a high tolerance to pain. My doctor sent me to a hospital in Houston for a blood test and one of the negative results indicated that 20 percent of my white blood cells had been destroyed by the zithromax. It took six months for my white blood cell count to return to normal. I can't even recall if my viral infection cleared up as a result of the zithromax, because I was in such horrible agony after taking the zithromax that I forgot about my viral infection. I would not take zithromax again even if I were offered a million dollars and I can assure you that this is no exagg","When I took zithromax I was about 57 years old and in excellent condition. I am now 67 years old and am still in excellent condition. To this day, whenever anyone mentions zithromax, I literally cringe and wonder how this product can be allowed to remain on the market.",M,67,1 days 1X day,03/02/2010
4,sinus infection,"Anxiety/panic, loss of appetite, moderate stomach pain","When I took the 2nd dose of this drug I had panic attack after panic attack. My anxiety was 100 times worse. I thought I was crazy until I read other comments. I don't have an appetite and after the 4th dose I have moderate stomach pains. However, it did clear up the sinus infection.",F,31,5 days250MG 1X day,03/01/2010
3,sinus infection,"diarrhea after 1st 2x dose. on day 2 & 3, I got mild stomach pains briefly 1-2 hrs after ingestion. loss of appetite. my ears are muffled. can't really concentrate on anything.","I have Azithromycin tablets, not sure if it's the same or not. it seems to be helping with my congested nose. not bad, I guess. the only thing is that I get these mild stomach pains about 1 or 2 hrs after ingesting. it's bearable, but annoying if I were at work or school. I can't seem to concentrate much either, as I am currently working on a research paper, but that could just be me. I hate taking antibiotics because it always gets rid of all the good bacteria inside of me. can't wait to be done with this. i'll be sure to update if I have anymore symptoms.",F,19,3 days250 1X day,2/27/2010Email
3,sinus infection and congestion,I took the first 2 pill dose right before bed and woke up with water diahrea and severe neusea. The nausea continued until about day 8 after finishing the 5 day pack. I also had some mild anxiety. I have never had anxiety problems before this medicine. Now on day 9 and still struggling with the loss of appetite. Also on day 2 I was up all night with insomnia but haven't experienced it since. Day 3 I took a shower and started crying had this starnge feeling of doom. Thought I was crazy till I found this website. Haven't taken an antibiotic prior to this in 9 years. Was first prescribed keflex and had very little results was then prescribed the 5 day zithromax,Didn't clear up all my symptoms but did help more than the keflex I had already taken.,F,26,5 days250mg 1X day,2/25/2010
4,sinus infection,"Nightmares, awakening in the middle of the night","I initially began taking Ceflex and had an allergic reaction complete with hives and rash. I discontinued immediately and switched to Zithromax. I've taken it many times with very few problems - no dizziness or gastro issues like many report. However, I've awakened twice from heart-pounding nightmares and every night since beginning the dosage, I awaken around 3am and can't go back to sleep. While this sounds life disturbing (and it is), I got relief in only 2 hours from facial pain that was so severe, I couldn't chew. ALL drugs have side effects. I think it's a matter of finding the one that has the fewest for you. We're all different and there is no way one antibiotic will work for everyone.",F,55,5 days30 mg 1X day,2/23/2010
1,ear infection/sinus,"Well my back and legs are killing me as well as my shouldersand every other body part, I tolerate pain very well but this is going to get the best of me I really do believe, Im so sleepy, diarrah, is not as bad, but fatigue and soar muscles and joints, Im allergic to every antiboic I do believe",,M,37,3 days 1X day,2/19/2010Email
2,Middle Ear + Sinus Infection,"ringing in ears, stabbing pain, disturbed dreams","Before taking Zithromax, I had a middle ear and sinus infection for six days. I'm on day four of my five day dosage. I take the medicine with dinner. About five hours into the dosage (approximately 2 hours after falling asleep) I wake up with a stabbing pain behind both ears. The pain lasts for three hours. When I am able to go back to sleep, I have disturbed dreams: I'm late to an appointment ... I can't find my child ... I loose control of my car ... etc. After the second day, my ears began to ring. I feel like my head is full of static and it's slowly starting to drive me insane! I don't feel an improvement to my ears. As a matter of fact, I feel worse because I'm loosing more sleep and the medicine is doing different things to irritate my ears ... but, on the plus side (?!), my sinus infection is gone.",F,31,5 days250 1X day,2/18/2010
5,lower respiratory infection,"I have frequent lower respiratory infections (immune suppressed). Zithromax works like a charm although sometimes requires a couple of extra days beyond the z-pak. Occasional mild stomach upset, but can be headed off with Activia once a day.",,F,66,5 days250mg 1X day,2/17/2010
5,Respiratory infection,None at all,"Generic version, made in Israel",M,48,5 days250 mg 1X day,2/17/2010
1,sinus infection,"racing heart, crazy dreams, sleep walking, eyes hurt, lower back pain, depression, nervousness, anxiety, constipation, acid reflux, lack of hunger, cant sleep but always tired, dehydration, about to pass out I HATE THIS HORRIBLE DRUG",Worst sickness of my life I wish I could have my sinus infection back. This is so horrible that I constantly miss class and Im going to have to withdraw from school. I really wish I could take this mistake back. I NEED THIS TO BE OVER,M,21,5 days 1X day,2/17/2010
4,dental infection,"dizziness,headaches,tired feeling and some stomache cramps the normal side effects u should have with this medicine i took 2 whole 5 packs of the zithromax cuz my infection wasnt completely gone after the first 5 dosage. so extended 4 more pills.","i dont understand all this bad stuff zithromax has always helped me the only thing i had going on is aniexty, feeling tired, headaches contisouly that lasted up to 15 min. out thru the day, and some dizzy spells. but all that is normal for this med. it has always helped in the long run. sorry for who those have didnt think so.",F,20,1 weeks250mg p 1X day,02/12/2010
4,sinus infection,terrible gas pains but the medicine seems to be working.,,F,54,3 days 1X day,02/10/2010
3,bronchitis,"horrible migrane that has not gone away after day one. have not taken an antibiotic in over three years, did not think side effects would be so painful.",,F,39,5 days250mg 1X day,02/07/2010
3,Sinus infection,Its a five day pack and I'm on day 2,I just wanted to say that only day 2 and yesterday and today I have horrible stomacge pains and a racing heart. I couldn't sleep last night either and loss of appetite. I've never taken oral antibiotics before and I've never had a sinus infection before so this is really horrible. My sinus infection is still the same as three days ago too.,F,21,2 days 1X day,02/04/2010
1,Sinus Infection,"Lower back pain (more on left side at tailbone, Change in bowel movements (several times a day, loose or diahrrea),Cramping in the upper G.I. area, Cramping in the lower left G.I. area (ovary?)Some indigestion/heartburn on a few occasions, Gas and bloating, feeling of fullness even without eating,Not weight loss, but weight gain Ã¯Â¿Â½ could of course be unrelated but would love to blame it on something!","I diganosed myself with ovarian or colon cancer based on symptoms I listed (internet WebMD and similar are DANGEROUS for us worriers). Then a family member who is a nurse reminded me I had taken the Zithro and that it can take a while to get the digestive track back in order, even months. The lower back pain was really the concern when combined with all the gastro symptoms, then I saw some others mentioned that and I am relieved that I may not be dying after all! Taken Zithro before with no problems whatsoever. Won't be taking it again, if this is the cause of all those things!",F,40,6 daysAzithro600 1X day,2/4/2010Email
1,Bronchitis,"Severe anxiety and panic attacks, foggy head, dizzy","I had severe anxiety and wave after wave of panic attack on the fourth day I was on the generic. Ended up in the ER. Be mindful of anxiety if you are taking this medication and, if you feel anxious or panic-stricken, remind yourself that it is the drug and not anything else. I would not recommend the generic version of this drug.",M,39,4 days,02/03/2010
2,Sinus infection,"Stomach pains, headache, strange dreams, appetite loss","Just completed Day 5 and infection is still present - reduced but there. Side effects also included spaced-out feeling, lethargy, insomnia but stomach pains were the worst. Took Zithromax twice before for sinus infection and it worked great - no side effects and felt much better by Day 2. Maybe my body has become resistant to it?",F,43,5 days,02/02/2010
4,Chronic Sinusitis,"Abdominal Pain, weird dream, headache","This was actually really helpful. The first day was the only bad day I had and it was because it was double the dose and I did not eat much with the pills. After reading these forums, i was really scared to keep taking them, but this is the ONLY drug that has cleared up my sinusitis. I was amazed that it worked!",M,18,5 days,1/28/2010
5,"Bacterial lung infection, bronchiti","Minimal. Urine did look darker yellow, so I drank lots of water. Took a probiotic pill, though I always do when on antibiotics; that or active-culture yogurt just makes sense, as the balance of beneficial gut bacterial die off, and less helpful organisms are left. Some gas. Big whoop. Part of the die-off. The fever and impacted sinus/hurting lungs/major snottage were far worse.","I'm no fan of antibiotics because they uproot your all-important gut flora. I tried to talk my doc out of it, but when he showed me the chest x-ray, I conceded. I needed help.
It was a non-event. Day Three, I felt a shift. Yesterday was the first day I felt like doing anything. Today (Day Five), I went for a walk, and cleaned the house. And can breathe, I might add.
Use your best judgment, but remember, the folks with a good experience aren't searching the internet for side effects. I did, because I was curious about the striking yellow color of the urine. Someone else on here said it was because the pill contained many salts. Don't know if it';s true, but my experince was positive.",F,55,5 days,1/25/2010
3,acute bronchitis,"mad gas-gross actually! Heart fluttering, frequent urination, upset stomache (not horrible-but uncomfortable)Loss of hearing in right ear....weird sounds like a clothes dryer in my left ear.","first day on the drug I lost hearing in my right ear. Very weird feeling....had some heartburn and the most disgusting gas in the world. My husband was mortified. So gross.
Hearing issues in both ears and feelings like my heart was skipping a beat or fluttering....very weird and uncomfortable feeling. I'm looking forward to getting my hearing back. Oh and frequent urination....to the point I actually ran out and bought a pregnancy test.",F,36,5 days,1/25/2010
3,"sinus infection, strep throat","headache, feel ""out of it"", bad taste in mouth, horrible stomach pains - I described these to my husband as though someone were wringing out my small intestine. Also had diarrhea the first 2 days and gas.","I knew there was a reason I was hesitant to accept this prescription. I plan to stick it out for 2 more days but cannot wait to be done with it. I'll take the 10 day amoxicillan any day over this. On another note, it seemed to be working great after the first day although my sinuses seem to be hurting again so we'll see.",F,30,3 days,1/24/2010
5,Bronchitis,mild stomach pain/upset,worked great for me. side effects minimal.,F,45,5 days,1/23/2010
4,Pneumonia/Strep Throat,moderate stomach pain that subsided. some moderate dizziness that also subsided.,"it cleared up these concommitant bacterial infections, it worked.",F,40,5 days,1/22/2010
5,Pneumonia,None,"I have taken this over 4 times in my life, mainly for bronchitis or sinusitis and never 1 time had even a minor side effect.",M,32,5 days,1/21/2010
3,UTI,"Severe Gas, Nausea, some Diarrhea,...Did i mention Severe, Uncomfortable Gas","I am a student in pharmacy school so of course when i recieved the generic form of zithromax i read all the information about the drug before taking it (ie. directions, side effects, etc.) On day 1, I took both pills at 4 pm with food and by 8 pm that night I was extremely sick. I took some Emetrol to sooth my stomach and finally was able to sleep. By Day 2, I learned that taking my daily dose at night before bed cut down on the nausea and i could actually sleep through the night. I did, however, develop severe gas that has been with me for the past couple of days. Of course, the gas and stomach pain is much more manageable than the UTI, but it is a very unpleasant side effect. I have one last dose to take and I will definitely take that last dose of the drug. TO ALL THOSE WHO ARE WRONGLY ADVISING OTHER USERS TO STOP TAKING THEIR ANTIBIOTICS PLEASE STOP!!!! BACTERIA ARE NASTY LITTLE THINGS THAT CAN BECOME RESISTENT IF YOU STOP TAKING YOUR ANTIBIOTICS AHEAD OF TIME. THIS MEANS THAT THE NEXT TIME YOU ARE PRESCRIBED ANTIBIOTICS THE BACTERIA IN YOUR BODY WILL NOT DIE, ie YOU WILL STAY SICK. Please speak to your doctor or a pharmacist before cutting your dose short.",F,32,4 days,1/18/2010
5,Chlamydia,None except for a couple of days after taking pills had like air bubbles coming out (nurse thinks this was the chlamydia dying off),"Loved it....it worked really well....i actually dont understand why there are so many bad reviews of it. After the air bubbles stopped i felt fine, after months of being incorrectly diagnosed with thrush and living with the irritation...i could not be more happier with this medication and i would definitly take them again if it were needed.",F,21,1 days,1/17/2010
2,pneumonia,"upset stomach,nausea,psychological changes--depression",,M,58,5 days,1/17/2010
2,,Bronchitis,"I was prescribed the Z-pak (5 day) was fine on it the first few days only mild stomach upset. Took 4th day and got anxious and tongue started burning and loss of appetite. I did not take last dose. I have been off it now for 6 days and tongue is still burning and is white. Doc thinks its thrush. Still have no appetite, I have to make myself eat and stomach is all over the place. Doc now has me on nystatin and I'm taking a acidophilus pill. No help yet. It scares me that I still have no appetite. I have lost 5 pounds in a week.",F,44,4 days,1/17/2010
5,"ear, sinus, bronchial infections",Ringing in ears,"This antibiotic has always helped me....whether I had bronchitis, ear infections (which I have had chronically since childhood), strep throat or a sinus infection. Every time I got sick, I always waited at least two weeks before visiting the doctor so that if it was a bacterial infection, it would be bad enough so as to prescribe a strong antibiotic. Well, amoxicillin NEVER, EVER helped me. No other antibiotic has worked for me except for zithromax. I get irritated when people on this forum try to turn people away so violently from this antibiotic...it HAS helped a lot of people, and just because it did not work for you specifically, does not mean it can't help others!! Common sense would tell anyone to take a couple of doses and see how you personally react to this antibiotic. I think people forget the fact that this antibiotic is basically a fungus, and if you eat fungus of course it may cause a little stomach upset and ringing in the ears, but I personally am willing to let this strain of bacteria overtake and destroy the bacteria that causes my terrible sinus, ear, and bronchial infections (sometimes all at once!!). I would much rather defeat the zithromax fungus AFTER it has destroyed the more painful and hurtful infections.",M,20,5 days,1/14/2010
1,Bronchitis,"Anxiety, Muscle Pains, Generally felt bad.","I was prescribed this because I was sick with brochitis the week of my wedding. I have had this before BUT NEVER THE GENERIC. There is something that they put in the generic that is almost like poison. After 4 hours of taking the 500mg dose I woke up in a panic. The next few days were a mixture of anxiety, foggy thoughts, and flu like symtoms (aches and pains). My doctor (who is not the one who prescribed it) said that it had tons of salts in it, and I was possibly having a reaction to that. Also, azithromyocin has a half life of 68 hours so each dose you take takes atleast 68 hours to get out of your system. Luckilly I only took one does and 68 hours later I am finally starting to feel better!! This has to be the generic!!",M,31,1 times,1/13/2010
2,Sore Throat /Sinus Infection,"Upset stomach, diarrhea, severe nausea, headache and disorientation.",I took the first two pills (with a meal) and within one hour I started to feel sick. The following day- I took it at lunch and I had the same symptoms. Years ago I took a Z-pack and remember that I felt very nauseous. I will no longer be taking this medication in the future. It's too hard to function at work when feeling this way.,F,27,2 days,01/12/2010
2,,"light-headed, loss of hearing in right ear, hollow stomach, paranoia, diarrhea and disconnection from reality.","I had a SEVERE sinus infection and was given the generic form of Zithromax, Azithromycin. I took one tablet yesterday evening and went about my normal evening routine with no noticeable side effects. I made a light breakfast this morning and took the 2nd of the 3 tablets. About an hour later I became oddly disoriented. Imagine if you normally go through life in the front row of your own movie and now you're closer towards the back. I felt very disconnected and paranoid like something bad was going to happen. As if that wasn't fun enough, I basically went deaf in my right ear and started hearing weird things and then the diarrhea kicked in. I've been on Z-Packs before, but I'm CERTAIN I've never experienced this sort of hellish reaction. Obviously the makers of the generic form need to go back to the drawing board. I'm just NOW starting to feel normal again after 9 hours. I am, however, glad to report that my sinus infection had basically completely went away by early afternoon. Obviously this stuff cures sinus infections, but I would have MUCH rather have ridden out THAT storm as opposed to enduring the side effects I experienced with this drug. YIKES.",M,27,2 days,1/9/2010Email
5,Sinus Infection,None,"Zithromax is a LIFE SAVER for me every time I get a sinus infection (every few months). A few months ago I was prescribed amoxicillin and had awful stomach complications and problems for weeks after taking the medication. Zithromax has never given me any issues, I am currently on the generic and it seems to be exactly the same for me, clearing up my sinus infection very well (am on day four currently). I've been using it for my sinus infections since I was about 8 years old and I would be miserable without this antibiotic!",F,18,5 days,1/8/2010Email
5,Sinusitis,None,"Great med works quickly, have taken it many times in the past and only one time with severe pneumonia did it not cure the illness right away.",F,44,3 days,01/07/2010
2,Sinus Infection,"Severe stomach pain, nausea",,F,25,5 days,01/07/2010
1,flu,"severe abdominal cramps and diarrhea; tiny pimples/rash/hives on neck, chest, arms","RESEARCH BEFORE USING: I experienced bad cramps and diarrhea daily while taking it. I got depressed each daying knowing I was going to experience the bad symptoms after takeing a pill. Note: I did take strong probiotics while on the medication. Two days after my last dosage I noticed I was breaking out on my neck, upper chest and upper arms. It looked like hives/heat rash/small red pimples with a tiny white head. It has been 4 weeks now and I am still breaking out. They aren't as big but are not going away. When will they go away? I am now doing a body cleanse for 14 days.
I WILL NEVER TAKE THIS MEDICATION AGAIN!",F,50,5 days,1/5/2010Email
1,Sinusitus/Sinus Infection,"itchy all over, rash, nausea, stomache pains, diarrhea, heavy eyes,crazy anxiety & dreaming, having weird delusional thoughts, feeling as though death is upon me, feeling very dizzy like my head is a balloon, Loss of appetite, very weak.","My Doctor prescribed me to a Z-pack about 5 days ago my 1st time ever. The 1st day when I took two at once I felt ok but when I woke up the next morning I felt like my entire world had came crashing down upon me. It seemed like my symptoms had doubled. Constantly dizzy & I had no urge to eat because of my stomach complications. I had weird thoughts like a ghost was trying to get me or something. I told the doctors that my skin was itching & they said that ""it was just a minor reaction from the medecine but you will be ok as long as you dont have a rash"" That same exact day I broke out with a rash all over my stomach back & arm!! 5 days later I feel better but my stomach has not yet recovered & I still feel like I am a different person almost.",M,22,,1/4/2010Email
5,Acute Bronchitis & Acute Sinusitis,None.,I have take Zithromax for several illnesses as an adult. This medication has been very effective in everything from UTI's to Bronchitis. For the most part I have never experienced any side effects from Zithromax although the second time I took this medication I did develop a mild stomach ache. If you are truly ill with a bacterial infection a stomach ache should be the last of your concern. I highly recommend this antibiotic.,F,25,5 times,01/03/2010
1,strep throat,"Few hours after first dose of this med (generic version, Azithromycin, 5-day course) I experienced huge anxiety, painful heart palpitations, inability to sleep, horrible burning indegestion/acid reflux -- all of which lasted for WEEKS and some for MONTHS, even though I never took a second dose (they switched me to Amoxycillin).","I ended up with paramedics at my home at midnight checking my heart after just that one first dose, then at doctor several other times over the next week and beyond, checking my heart because of constant painful heart palpitations, miserable existence for weeks after, had to wear a heart monitor for 48 hours, and thinking I was dying from a heart condition. The anxiety was horrible, sleepless nights with continual jumping up out of bed, pounding painful heart, horrible heartburn. FINALLY subsided after more than a month, I began to feel like a normal human being again. THANK GOD I ONLY TOOK ONE DOSE. Do not take Azithromycin. All the docs said these symptoms were not likely from the medication (WRONG!), but they changed me to something else anyway since I insisted. They obviously have a deal with the pharmaceutical companies or have not looked at this site and don't acknowledge how horrible this stuff is for people to take. I will NEVER take this medicine again.",F,48,1 times,01/03/2010
5,bronchitis,Mild loose stools & mild insomnia,"This antibiotic had less side effects of any of the more powerful ones that I have taken over the past two years(Cleocin,Ceftin,Biaxin,Levaquin). I was very pleased with my ""Z-Pak"" and would recommend it for clearing up sinus & chest congestion. As with any powerful antibiotic be sure to take your probiotic capsules and yogurt while taking this.",M,54,5 days,01/02/2010
1,sore throat/thick mucus,"It started out with dizziness and blurred vision the 2nd day I took it and continued so I didn't take the last dosage. I just had a feeling it was related to the drug. I then had severe abdominal cramping, watery diarrhea and vomiting 4 days after stopping with a fever. I have constant nausea, even water tastes bad. I have been very out of sorts, where I don't feel like myself and have been very depressed and weepy. I have been sleeping a lot. Today the back of my neck has been very stiff. I couldn't figure out what was wrong with me but have never felt like this before so I decided to look up the side effects and came across this site and others with so many people experiencing the same types of problems. Why don't they warn you of all these side effects on the pamplet before you take it. I have taken Zpack before and had no problems. I'm afraid to drive because of the dizziness which will cause a problem since I have 4 kids to get to school in a few days. I'm hoping it wil",,F,43,4 days,01/02/2010
2,Upper Resp. Infection,"stomach cramps, gas, bloating, heart racing, itchy and rash, panic attacks, nausea","This drug cleared up my URI but not without a price. I was prescribed the 5 day z-pack. Before I took the z-pack I checked online for patient reviews of the med and was not very impressed with all the negative comments but I was coughing really bad, had a growing fever, congested and post nasal drip was making me miserable. The PND was falling in the back of my throat in globs. Just to be on the safeside, I did not take the two pill dose day 1; instead I broke one pill in half and took it. Within thirty minutes or less I felt the med working, so I took the other half about four to five hours later. Dose 1 (Huge panic attack, slight heart racing), D2 (stomach cramps, gas, bloating), D3 I ate yogurt and it seemed to help the stomach cramping alittle ( gas, slight nausea), and D4 (stomach cramps, gas, bloating, serious heart racing and I kept jumping up out of my sleep.) I had two more days to take the meds but stopped. It was just plain awful and I was scared the entire time I was taking the medicine. I could go on and on about this med but to cut this short..... It really, truly works but not without a price. My URI cleared up in the 4 days I took the meds, I felt much better but I DO NOT RECOMMEND THIS MEDICATION! One more thing....it has been nearly two weeks since I stopped taking the meds and I have begin to breakout in a daily itchy rash that is driving me crazy!",F,44,4 days,12/28/2009Email
2,Bronchitis,"Very, very unpleasant stomache pains. The night after taking the first dose, I was woken several times (strangely enough, almost exactly three hours between each occasion) by severe stomache pain. Eating helped for the next few hours. I called my doctor the next morning and he advised me to stop taking it. More than 24 hours later, I am still experiencing this pain. It's keeping me awake.
Strange, considering I took the same medication for strep this past summer, with no side effects albeit a rather odeous stench whenever I urinated, and to great avail as far as curing my symptoms of strep.
On the plus side, it relieved my even-more-unpleasant Bronchitis symptoms, within hours.","No prior experience with upset stomache after taking medication. No regular issues with upset stomach/ indigestion/any of the other symptoms that pepto bismol claims to remedy.
Very unpleasant. Difficult to focus at work today. Next time, amoxicillin.",M,20,1 days,12/25/2009
4,taking it for ear infection/sinus,"I am taking the zpack for a middle ear infection and also
have a sinus infection. i have also noticed in the past
it really helps my pimples. i am not sure what the difference
in the drugs are but for some reason my system handles the kind from cvs, VERY well, but when I try to take it from walgreens I can't stand it, and it just seems way to harsh. Although it helps every single time. YOU yourself, need to decide if your going to take it or not. do you really think a lot of people will come here and say it worked great? of course not! this place is really gonna scare people out of taking medicine they need. Don't read the side effects until you think youve had them. most people tolerate this drug well.",,F,27,5 days,12/22/2009Email
4,sinus infection/bronchitis,trouble sleeping,"DO NOT TAKE THE GENERIC!!!! I've taken this in the past and had been fine. Two years ago I took the generic and had horrible stomach pains for 24 hours and did not finish the dose. I got a really bad sinus/ bronchitis infection and was perscribed the zpac again recently. I had reservations about it but I did some research and found that generic drugs have different effects on the body. Generic drugs may have the same active ingredients, but are not time released or absorbed in the blood stream the same way as the name brand. There are also different buffer ingredients and they are not tested the same. There is an artcle on people's pharmacy.com that you should read, they also have over 1200 stories of patients that have had horror stories about generic drugs. I have a very sensitive stomach with IBS and I didn't have any problems with the name brand of this drug. Just take it with a meal.",F,31,5 days,12/17/2009
2,H1N1 & Puemonia,"drooping eye, blurred vision, head aches, floaters in both eyes",i have had this medicine many times with no problems i read your site and saw another female with the same issues over 35 wh had the blurred droopy eye like me. it is very painful,F,36,3 days,12/16/2009
1,respiratory infection,"dizziness, lightheaded, cramping/mild diarrhea, faintness, legs and arms felt very heavy, tingly and numb, racing heart, ANXIETY, weird thoughts, brain was in a fog with weird tightening in the back of my head. NEVER EVER again!!","I have now been to the ER twice. These meds are HORRIBLE. They can't figure out what is going on since tests are coming back fine. This is unbelievable. I don't normally react to meds but this is bad. One day it will be better, then the next day the bad symptoms are back. VERY scary. If it weren't for this site I would be terrified. I thought I was losing my mind.",F,28,5 days,12/14/2009Email
4,Respriatory Infection,Brain fog and constant headache,This is the first time I have taken this medication. I am very sensitive to all sorts of drugs and I am pretty satisfied so far. I have had wierd brain fog and a medium headache constantly that I have been dealing with. I am taking a probiotic with this so may have helped with stomach issues since I have had none yet but this is only my third day on a five day pack. It has helped my infection but I am just feeling the effects today on the third day. I have heard this stays in your system and works up to two weeks after your finished with the pills. I would take it again unless worse symptoms appear.,F,38,5 days,12/13/2009
1,Sinus Infection,"Nervousness, Dizzy, Blurred vision , Acid reflux, much much more Never Ever Ever again..","CAN ANYONE PLEASE TELL ME WHEN THESE FEELING WILL GO AWAY AND IF THERE IS ANYTHING I CAN TAKE OR DO TO GET THEM OUT OF MY SYSTEM.
ANY INFO WOULD BE GREAT !",M,29,5 days,12/13/2009Email
1,upper respiratory infection,"Severe headache, Heart palpitations, heaviness and burning in the chest, insomnia","Had to go for a chest xray last night, my heart was enlarged so they sent me for a cat scan which seemed normal. Perhaps 24 hours of heart palpitations cause this??? would never takes this drug (I had the generic) again. Same thing I read in the posts the doctors never heard of these symptoms due to this drug...really? They should read all the posts here.",F,39,1 days,12/11/2009
2,Strep infection,"Explosive Diahrrea, Extreme arm and leg weakness, Anxiety, Vision weakness, Fever, Higher than normal Blood Pressure, Weird Heart Beat, Chest Pains, Lower Back/Butt weakness, Inability to Concentrate, Dizziness, Near Fainting, Extreme Loss of Appetite, Crying, Depression, Ringing in the ears","I kept saying I felt worse once I started taking the med. I felt like I had every side effect possible. It left me on the couch for days. The dizziness/near fainting didn't hit right away, about three days later. I almost fainted while driving! I'm on Day 9 of it being in my system and still feel jittery with anxiety and still a little weak. I have NEVER had muscle weakness like this. I couldn't even hold the phone or a pen. I could feel the muscle weakness around my eyes, making my vision really off. I have lost 12 pounds since on this medication. It should be bottled for weight loss! I think I have been on Zithromax before, and this time it was the generic. I don't remember feeling like this last time. In general I react to meds easy, so very confused.",F,34,3 days,12/09/2009
4,Bronchitis,Dizzy; Nausea; Diarrhea; Racing heart; strange taste in mouth; loss of appetite; nighttime panicky thoughts,"Add me to the chorus of those who are relieved I'm not dying/going crazy. I had an extremely uncomfortable episode yesterday after exerting myself slightly after a week in bed. I got a gripping head pain across the back, a wave of strong nausea and anxiety. It passed after about an hour, but I'm still nauseous, and slightly dizzy. Also have an unpleasant odd taste in mouth reminiscent of cooked onions that won't go away. And I haven't eaten any onions. Gross. Diarrhea pretty bad - stomach ravaged. I am taking high-end probiotics too. On the plus side, I will say that my violent cough is slowly improving and my week long fever went away after the first dose.",F,49,4 days,12/07/2009
1,sinus infection,"heart racing, heart fluttering, funny sensation in chest area, loss of sense of taste and smell, loose stools, general weakness spells, weakness in muscles, weird sensations in head, ear buzzing, tinnitus","I didn't have any problems with stomach pain, nausea, diarrhea, but very scary heart racing, weakness spells, breaking out in sweat. My muscles feel as if I had an extreme work out and I feel weak overall. The symptoms started the second day with complete loss of sense of taste and smell (which I attributed to the sinus infection at first, but it was so extreme, I'm wondering if it wasn't the generic Z-pack. After the fifth day of taking it, I developed weird heart racing and fluttering which comes and goes. That's also when these weakness spells developed.
It's now the 10th day after taking it, and I'm still feeling crappy (weak, heart racing and / or weird sensations in the heart). It's pretty scary and at first I thought I was having a heart attack. This medication should be much better screened. I think it shouldn't be given out willy nilly. In the recent months I've heard of 4 co-workers and my husband taking the same medication for bronchitis, lung infections, sinus infections. Has this become the newest fad?
I recommend extreme caution with taking this medication.",F,43,5 days,12/06/2009
3,tonsillitis,"Some gas. But the weird rushing noise/hearing loss in one ear about 12 hours after I took the initial dose (Which has now moved to other ear) is freakin' me out. Could be illness related, but calling doc tomorrow regardless - I rarely have ear issues.","*Fingers Crossed*..if this ear issue is just related to the initial illness, then I'm not horrified by the medication. It was relatively gentle on the stomach. After reading the following posts, I'm kind of afraid of what might still be in store - otherwise, not the best, but definitely not the worst.",F,31,4 days,12/02/2009
